,Date,Account Number,Balance,AccountType_actual,AccountType
18131,2014-06-05,55,-408079.42242833256,Personal,Sole Trader
18132,2014-06-06,55,-263044.0113068956,Personal,Sole Trader
18133,2014-06-07,55,-251055.16431531202,Personal,Sole Trader
18134,2014-06-07,55,-342888.45267201273,Personal,Sole Trader
18135,2014-06-08,55,-206357.84896060254,Personal,Sole Trader
18136,2014-06-09,55,-204295.86366551992,Personal,Sole Trader
18137,2014-06-10,55,-160341.12762200338,Personal,Sole Trader
18138,2014-06-11,55,88817.92577702453,Personal,Sole Trader
18139,2014-06-12,55,91612.27161090629,Personal,Sole Trader
18140,2014-06-13,55,3858.940746432985,Personal,Sole Trader
18141,2014-06-14,55,-204295.86366551992,Personal,Sole Trader
18142,2014-06-16,55,-294667.29564257915,Personal,Sole Trader
18143,2014-06-16,55,-289039.3434411561,Personal,Sole Trader
18144,2014-06-18,55,-202364.2676792083,Personal,Sole Trader
18145,2014-06-19,55,-201334.0797789729,Personal,Sole Trader
18146,2014-06-20,55,32029.692116781254,Personal,Sole Trader
18147,2014-06-21,55,186732.6945857128,Personal,Sole Trader
18148,2014-06-21,55,79579.14327228296,Personal,Sole Trader
18149,2014-06-22,55,64403.026248082344,Personal,Sole Trader
18150,2014-06-23,55,-116843.68037778266,Personal,Sole Trader
18151,2014-06-24,55,17496.17846960103,Personal,Sole Trader
18152,2014-06-25,55,44073.22649603934,Personal,Sole Trader
18153,2014-06-26,55,-171418.3123259903,Personal,Sole Trader
18154,2014-06-28,55,-204295.86366551992,Personal,Sole Trader
18155,2014-06-29,55,68577.40742420201,Personal,Sole Trader
18156,2014-06-30,55,52198.21848420048,Personal,Sole Trader
18157,2014-07-01,55,-204295.86366551992,Personal,Sole Trader
18158,2014-07-03,55,-252139.35126590368,Personal,Sole Trader
18159,2014-07-04,55,-204295.86366551992,Personal,Sole Trader
18160,2014-07-05,55,-204295.86366551992,Personal,Sole Trader
18161,2014-07-06,55,-6648.670133217936,Personal,Sole Trader
18162,2014-07-06,55,-142707.77796553576,Personal,Sole Trader
18163,2014-07-07,55,-210453.35477813642,Personal,Sole Trader
18164,2014-07-09,55,-12131.722267844802,Personal,Sole Trader
18165,2014-07-10,55,-602407.9392971806,Personal,Sole Trader
18166,2014-07-11,55,-304545.22971514217,Personal,Sole Trader
18167,2014-07-12,55,49940.79600377189,Personal,Sole Trader
18168,2014-07-13,55,-377048.649745855,Personal,Sole Trader
18169,2014-07-15,55,-319865.8773309609,Personal,Sole Trader
18170,2014-07-16,55,-28929.23809040748,Personal,Sole Trader
18171,2014-07-17,55,-218513.14705060824,Personal,Sole Trader
18172,2014-07-18,55,-53483.91058538563,Personal,Sole Trader
18173,2014-07-19,55,8675.115490963362,Personal,Sole Trader
18174,2014-07-20,55,97620.8287975894,Personal,Sole Trader
18175,2014-07-20,55,-97057.54563586868,Personal,Sole Trader
18176,2014-07-22,55,88000.78839939629,Personal,Sole Trader
18177,2014-07-23,55,-115287.99754809859,Personal,Sole Trader
18178,2014-07-24,55,-115982.23634659566,Personal,Sole Trader
18179,2014-07-25,55,-104451.71572158909,Personal,Sole Trader
18180,2014-07-26,55,-24954.636698303366,Personal,Sole Trader
18181,2014-07-26,55,69426.89665578818,Personal,Sole Trader
18182,2014-07-28,55,-111655.36820926752,Personal,Sole Trader
18183,2014-07-29,55,-105380.59656474972,Personal,Sole Trader
18184,2014-07-30,55,-204413.3567721813,Personal,Sole Trader
18185,2014-07-31,55,88411.66504274803,Personal,Sole Trader
18186,2014-08-01,55,102663.46651982528,Personal,Sole Trader
18187,2014-08-03,55,61848.54572439677,Personal,Sole Trader
18188,2014-08-04,55,-10030.51186822934,Personal,Sole Trader
18189,2014-08-05,55,-204295.86366551992,Personal,Sole Trader
18190,2014-08-06,55,-437547.9528313874,Personal,Sole Trader
18191,2014-08-07,55,-70307.79580080204,Personal,Sole Trader
18192,2014-08-09,55,57413.264459443686,Personal,Sole Trader
18193,2014-08-09,55,-262905.3973794322,Personal,Sole Trader
18194,2014-08-10,55,-147991.21733917284,Personal,Sole Trader
18195,2014-08-11,55,-40597.001029544714,Personal,Sole Trader
18196,2014-08-13,55,45692.5400372314,Personal,Sole Trader
18197,2014-08-14,55,-57452.78258157606,Personal,Sole Trader
18198,2014-08-15,55,-55820.55259305914,Personal,Sole Trader
18199,2014-08-17,55,-32372.82773190929,Personal,Sole Trader
18200,2014-08-19,55,-105260.40072185347,Personal,Sole Trader
18201,2014-08-19,55,419983.44756737427,Personal,Sole Trader
18202,2014-08-21,55,-70254.378800384,Personal,Sole Trader
18203,2014-08-23,55,-226845.43992024762,Personal,Sole Trader
18204,2014-08-23,55,-79443.65163124936,Personal,Sole Trader
18205,2014-08-24,55,-204295.86366551992,Personal,Sole Trader
18206,2014-08-25,55,-38904.76422304823,Personal,Sole Trader
18207,2014-08-26,55,-204295.86366551992,Personal,Sole Trader
18208,2014-08-27,55,-16311.934065954381,Personal,Sole Trader
18209,2014-08-28,55,286644.2489737944,Personal,Sole Trader
18210,2014-08-30,55,-204295.86366551992,Personal,Sole Trader
18211,2014-08-31,55,-367573.68656009145,Personal,Sole Trader
18212,2014-08-31,55,-34205.32338960763,Personal,Sole Trader
18213,2014-09-02,55,311969.23166354425,Personal,Sole Trader
18214,2014-09-03,55,103877.53158750304,Personal,Sole Trader
18215,2014-09-04,55,129993.0494420522,Personal,Sole Trader
18216,2014-09-05,55,-244910.72124391948,Personal,Sole Trader
18217,2014-09-06,55,-102595.22948382811,Personal,Sole Trader
18218,2014-09-07,55,-40964.89708093612,Personal,Sole Trader
18219,2014-09-09,55,-266417.03118936496,Personal,Sole Trader
18220,2014-09-10,55,-177792.63475516054,Personal,Sole Trader
18221,2014-09-11,55,-20845.22241789769,Personal,Sole Trader
18222,2014-09-12,55,-62628.26940623493,Personal,Sole Trader
18223,2014-09-13,55,133497.01031540788,Personal,Sole Trader
18224,2014-09-15,55,-164407.88017258875,Personal,Sole Trader
18225,2014-09-16,55,-181457.27684059422,Personal,Sole Trader
18226,2014-09-16,55,9188.999789470312,Personal,Sole Trader
18227,2014-09-18,55,-290227.70214677934,Personal,Sole Trader
18228,2014-09-18,55,-204295.86366551992,Personal,Sole Trader
18229,2014-09-19,55,-33224.847615400795,Personal,Sole Trader
18230,2014-09-20,55,-109330.78222727109,Personal,Sole Trader
18231,2014-09-21,55,99985.87484224851,Personal,Sole Trader
18232,2014-09-23,55,-115444.57404278609,Personal,Sole Trader
18233,2014-09-23,55,31365.163171652937,Personal,Sole Trader
18234,2014-09-25,55,-32056.59746981741,Personal,Sole Trader
18235,2014-09-25,55,-169355.75004227326,Personal,Sole Trader
18236,2014-09-26,55,79736.61055644118,Personal,Sole Trader
18237,2014-09-28,55,-136755.37088332843,Personal,Sole Trader
18238,2014-09-29,55,193781.67362893658,Personal,Sole Trader
18239,2014-09-29,55,143420.89090396435,Personal,Sole Trader
18240,2014-09-30,55,-37661.981317548634,Personal,Sole Trader
18241,2014-10-02,55,-273086.7262476233,Personal,Sole Trader
18242,2014-10-03,55,41046.222648587776,Personal,Sole Trader
18243,2014-10-04,55,127957.10961637937,Personal,Sole Trader
18244,2014-10-05,55,-131047.82967948225,Personal,Sole Trader
18245,2014-10-06,55,-273754.88920888765,Personal,Sole Trader
18246,2014-10-07,55,-204295.86366551992,Personal,Sole Trader
18247,2014-10-08,55,-238334.66030615894,Personal,Sole Trader
18248,2014-10-09,55,-19222.548170975322,Personal,Sole Trader
18249,2014-10-09,55,-204295.86366551992,Personal,Sole Trader
18250,2014-10-10,55,5241.628211867675,Personal,Sole Trader
18251,2014-10-11,55,-34031.11331244369,Personal,Sole Trader
18252,2014-10-12,55,-174536.01473772942,Personal,Sole Trader
18253,2014-10-13,55,-107659.23603075271,Personal,Sole Trader
18254,2014-10-14,55,42776.13580065101,Personal,Sole Trader
18255,2014-10-15,55,128173.40949603304,Personal,Sole Trader
18256,2014-10-16,55,18202.210105976992,Personal,Sole Trader
18257,2014-10-17,55,243466.26616480062,Personal,Sole Trader
18258,2014-10-18,55,-21750.709914845327,Personal,Sole Trader
18259,2014-10-19,55,291636.7190526587,Personal,Sole Trader
18260,2014-10-21,55,199923.1811441189,Personal,Sole Trader
18261,2014-10-22,55,-376712.1135328746,Personal,Sole Trader
18262,2014-10-23,55,-170062.4345868408,Personal,Sole Trader
18263,2014-10-23,55,-240891.29694526788,Personal,Sole Trader
18264,2014-10-25,55,35709.96856968617,Personal,Sole Trader
18265,2014-10-26,55,-204295.86366551992,Personal,Sole Trader
18266,2014-10-27,55,400051.58776614285,Personal,Sole Trader
18267,2014-10-29,55,-46748.62102974081,Personal,Sole Trader
18268,2014-10-30,55,-65195.56515116917,Personal,Sole Trader
18269,2014-10-31,55,-233345.26750001154,Personal,Sole Trader
18270,2014-11-01,55,-209907.65512387548,Personal,Sole Trader
18271,2014-11-02,55,-265632.4886082776,Personal,Sole Trader
18272,2014-11-04,55,116875.00026378466,Personal,Sole Trader
18273,2014-11-05,55,-204295.86366551992,Personal,Sole Trader
18274,2014-11-06,55,121942.82303378254,Personal,Sole Trader
18275,2014-11-07,55,-72098.6571733536,Personal,Sole Trader
18276,2014-11-08,55,-139338.74639046923,Personal,Sole Trader
18277,2014-11-09,55,-6631.056795956742,Personal,Sole Trader
18278,2014-11-10,55,-36490.19838190536,Personal,Sole Trader
18279,2014-11-11,55,-12595.236470827746,Personal,Sole Trader
18280,2014-11-13,55,2804.6711626663164,Personal,Sole Trader
18281,2014-11-13,55,-41576.30258126746,Personal,Sole Trader
18282,2014-11-14,55,-157616.75431330438,Personal,Sole Trader
18283,2014-11-15,55,75464.01984117884,Personal,Sole Trader
18284,2014-11-16,55,-98077.58056065983,Personal,Sole Trader
18285,2014-11-17,55,-15549.236072113941,Personal,Sole Trader
18286,2014-11-18,55,75511.21143790975,Personal,Sole Trader
18287,2014-11-19,55,-326914.6539220322,Personal,Sole Trader
18288,2014-11-20,55,294671.51730797876,Personal,Sole Trader
18289,2014-11-21,55,-237800.11576549677,Personal,Sole Trader
18290,2014-11-22,55,-414259.5578141981,Personal,Sole Trader
18291,2014-11-23,55,-56645.828547214944,Personal,Sole Trader
18292,2014-11-24,55,156079.69761966512,Personal,Sole Trader
18293,2014-11-25,55,-204295.86366551992,Personal,Sole Trader
18294,2014-11-26,55,-478378.92808250344,Personal,Sole Trader
18295,2014-11-26,55,-70308.919410248,Personal,Sole Trader
18296,2014-11-27,55,-141200.40528072475,Personal,Sole Trader
18297,2014-11-28,55,-55095.67266129216,Personal,Sole Trader
18298,2014-11-29,55,51479.43236222156,Personal,Sole Trader
18299,2014-11-30,55,146753.41529464442,Personal,Sole Trader
18300,2014-12-01,55,-39863.37516479287,Personal,Sole Trader
18301,2014-12-02,55,-170174.34507539897,Personal,Sole Trader
18302,2014-12-03,55,-240103.84917579318,Personal,Sole Trader
18303,2014-12-05,55,-227448.74733448183,Personal,Sole Trader
18304,2014-12-05,55,-231250.00919367746,Personal,Sole Trader
18305,2014-12-07,55,-253934.10478108568,Personal,Sole Trader
18306,2014-12-08,55,-204295.86366551992,Personal,Sole Trader
18307,2014-12-09,55,-4069.2475043532904,Personal,Sole Trader
18308,2014-12-10,55,15494.554283764708,Personal,Sole Trader
18309,2014-12-11,55,-124530.16100378564,Personal,Sole Trader
18310,2014-12-12,55,-270311.03637958766,Personal,Sole Trader
18311,2014-12-13,55,-154972.75450911914,Personal,Sole Trader
18312,2014-01-01,56,-169923.6131459212,Sole Trader,Limited Company
18313,2014-01-03,56,-248521.48068898456,Sole Trader,Limited Company
18314,2014-01-04,56,528777.7925953688,Sole Trader,Limited Company
18315,2014-01-05,56,319710.23265419604,Sole Trader,Limited Company
18316,2014-01-06,56,-170220.93943828018,Sole Trader,Limited Company
18317,2014-01-08,56,102866.68799043208,Sole Trader,Limited Company
18318,2014-01-09,56,-152304.36934317398,Sole Trader,Limited Company
18319,2014-01-10,56,24256.379762602068,Sole Trader,Limited Company
18320,2014-01-11,56,182714.2623026081,Sole Trader,Limited Company
18321,2014-01-12,56,-86198.13365094432,Sole Trader,Limited Company
18322,2014-01-13,56,-204295.86366551992,Sole Trader,Limited Company
18323,2014-01-14,56,77809.42802705249,Sole Trader,Limited Company
18324,2014-01-15,56,60867.21965114976,Sole Trader,Limited Company
18325,2014-01-16,56,-285942.5087850284,Sole Trader,Limited Company
18326,2014-01-18,56,-204295.86366551992,Sole Trader,Limited Company
18327,2014-01-20,56,6537.767382139573,Sole Trader,Limited Company
18328,2014-01-21,56,-266870.1393517131,Sole Trader,Limited Company
18329,2014-01-23,56,17842.22993374552,Sole Trader,Limited Company
18330,2014-01-23,56,185038.81791678164,Sole Trader,Limited Company
18331,2014-01-24,56,87237.68550125096,Sole Trader,Limited Company
18332,2014-01-26,56,-70543.99672703928,Sole Trader,Limited Company
18333,2014-01-26,56,28504.230824837723,Sole Trader,Limited Company
18334,2014-01-27,56,-153203.03420258482,Sole Trader,Limited Company
18335,2014-01-29,56,34739.51417702451,Sole Trader,Limited Company
18336,2014-01-30,56,248159.79539539036,Sole Trader,Limited Company
18337,2014-01-31,56,278837.4105431732,Sole Trader,Limited Company
18338,2014-01-31,56,107900.13438494777,Sole Trader,Limited Company
18339,2014-02-02,56,-42074.00083018781,Sole Trader,Limited Company
18340,2014-02-03,56,-9493.831457359047,Sole Trader,Limited Company
18341,2014-02-05,56,135252.49317432276,Sole Trader,Limited Company
18342,2014-02-06,56,58339.32109507796,Sole Trader,Limited Company
18343,2014-02-07,56,-102874.07695597425,Sole Trader,Limited Company
18344,2014-02-08,56,25616.311606103904,Sole Trader,Limited Company
18345,2014-02-09,56,-61044.31413346436,Sole Trader,Limited Company
18346,2014-02-10,56,11330.538657849334,Sole Trader,Limited Company
18347,2014-02-12,56,41670.54459624397,Sole Trader,Limited Company
18348,2014-02-13,56,50514.241725523025,Sole Trader,Limited Company
18349,2014-02-14,56,325438.81875928707,Sole Trader,Limited Company
18350,2014-02-16,56,-63958.84568763478,Sole Trader,Limited Company
18351,2014-02-17,56,-16644.400990670983,Sole Trader,Limited Company
18352,2014-02-18,56,-94786.24506039119,Sole Trader,Limited Company
18353,2014-02-18,56,-337698.89542276016,Sole Trader,Limited Company
18354,2014-02-19,56,119330.60315622459,Sole Trader,Limited Company
18355,2014-02-21,56,197642.59813745262,Sole Trader,Limited Company
18356,2014-02-22,56,-204295.86366551992,Sole Trader,Limited Company
18357,2014-02-23,56,-25961.127574097103,Sole Trader,Limited Company
18358,2014-02-24,56,-204295.86366551992,Sole Trader,Limited Company
18359,2014-02-25,56,-82905.79601252115,Sole Trader,Limited Company
18360,2014-02-27,56,232921.46482474875,Sole Trader,Limited Company
18361,2014-02-28,56,64680.28447083192,Sole Trader,Limited Company
18362,2014-03-01,56,-81140.89912851842,Sole Trader,Limited Company
18363,2014-03-01,56,-244328.46885353775,Sole Trader,Limited Company
18364,2014-03-03,56,335296.7809270131,Sole Trader,Limited Company
18365,2014-03-05,56,-204295.86366551992,Sole Trader,Limited Company
18366,2014-03-06,56,-256659.7687222564,Sole Trader,Limited Company
18367,2014-03-07,56,178371.01578614855,Sole Trader,Limited Company
18368,2014-03-08,56,243857.72764673457,Sole Trader,Limited Company
18369,2014-03-09,56,-91996.08998606466,Sole Trader,Limited Company
18370,2014-03-10,56,46162.22903086338,Sole Trader,Limited Company
18371,2014-03-11,56,40107.06735869142,Sole Trader,Limited Company
18372,2014-03-12,56,34780.61196396733,Sole Trader,Limited Company
18373,2014-03-14,56,-44428.61046638925,Sole Trader,Limited Company
18374,2014-03-15,56,14539.000369521731,Sole Trader,Limited Company
18375,2014-03-15,56,22551.044301843533,Sole Trader,Limited Company
18376,2014-03-16,56,189152.4432019578,Sole Trader,Limited Company
18377,2014-03-17,56,902.3092671652557,Sole Trader,Limited Company
18378,2014-03-18,56,225276.91203951347,Sole Trader,Limited Company
18379,2014-03-20,56,-100876.52205840172,Sole Trader,Limited Company
18380,2014-03-20,56,-204295.86366551992,Sole Trader,Limited Company
18381,2014-03-21,56,-163984.2895340645,Sole Trader,Limited Company
18382,2014-03-22,56,-182384.95309344793,Sole Trader,Limited Company
18383,2014-03-24,56,-34702.86979941366,Sole Trader,Limited Company
18384,2014-03-25,56,101753.4845850938,Sole Trader,Limited Company
18385,2014-03-26,56,-310524.3503588624,Sole Trader,Limited Company
18386,2014-03-27,56,-204295.86366551992,Sole Trader,Limited Company
18387,2014-03-28,56,-298971.3777901516,Sole Trader,Limited Company
18388,2014-03-30,56,26094.098685833014,Sole Trader,Limited Company
18389,2014-03-31,56,20735.817812747293,Sole Trader,Limited Company
18390,2014-04-01,56,58683.00386903901,Sole Trader,Limited Company
18391,2014-04-02,56,210421.53996040387,Sole Trader,Limited Company
18392,2014-04-03,56,3794.6621880372404,Sole Trader,Limited Company
18393,2014-04-04,56,-204295.86366551992,Sole Trader,Limited Company
18394,2014-04-06,56,-70332.62655729728,Sole Trader,Limited Company
18395,2014-04-07,56,-210296.7681608413,Sole Trader,Limited Company
18396,2014-04-08,56,-173683.88350555408,Sole Trader,Limited Company
18397,2014-04-09,56,93692.93311705033,Sole Trader,Limited Company
18398,2014-04-10,56,-132428.91271160898,Sole Trader,Limited Company
18399,2014-04-11,56,237795.98627960874,Sole Trader,Limited Company
18400,2014-04-12,56,-190072.22328284537,Sole Trader,Limited Company
18401,2014-04-13,56,2883.121371732006,Sole Trader,Limited Company
18402,2014-04-14,56,-159596.9388161986,Sole Trader,Limited Company
18403,2014-04-15,56,218898.77844857378,Sole Trader,Limited Company
18404,2014-04-16,56,-65036.52886282967,Sole Trader,Limited Company
18405,2014-04-18,56,-167211.28574029167,Sole Trader,Limited Company
18406,2014-04-19,56,207460.55575985898,Sole Trader,Limited Company
18407,2014-04-20,56,-197026.19153093486,Sole Trader,Limited Company
18408,2014-04-21,56,-67432.68168070927,Sole Trader,Limited Company
18409,2014-04-22,56,148615.65117353434,Sole Trader,Limited Company
18410,2014-04-23,56,1948.7237074177247,Sole Trader,Limited Company
18411,2014-04-23,56,-79528.62079962321,Sole Trader,Limited Company
18412,2014-04-23,56,228804.43834341178,Sole Trader,Limited Company
18413,2014-04-24,56,71474.70017759327,Sole Trader,Limited Company
18414,2014-04-25,56,-175800.64223047596,Sole Trader,Limited Company
18415,2014-04-27,56,-126633.85144226834,Sole Trader,Limited Company
18416,2014-04-28,56,-182600.68610707475,Sole Trader,Limited Company
18417,2014-04-28,56,-73717.48482937984,Sole Trader,Limited Company
18418,2014-04-29,56,-20007.677863304765,Sole Trader,Limited Company
18419,2014-04-30,56,-175657.32635177247,Sole Trader,Limited Company
18420,2014-05-01,56,180472.55010920792,Sole Trader,Limited Company
18421,2014-05-02,56,140086.01806831616,Sole Trader,Limited Company
18422,2014-05-02,56,-143548.55669326373,Sole Trader,Limited Company
18423,2014-05-04,56,-179321.48761334413,Sole Trader,Limited Company
18424,2014-05-05,56,130708.90000782086,Sole Trader,Limited Company
18425,2014-05-06,56,-5272.6028531676275,Sole Trader,Limited Company
18426,2014-05-07,56,3241.2592293764174,Sole Trader,Limited Company
18427,2014-05-09,56,-201428.31113332033,Sole Trader,Limited Company
18428,2014-05-10,56,-49545.44690248984,Sole Trader,Limited Company
18429,2014-05-11,56,185870.97724412003,Sole Trader,Limited Company
18430,2014-05-11,56,73472.90292205353,Sole Trader,Limited Company
18431,2014-05-12,56,179922.73055364506,Sole Trader,Limited Company
18432,2014-05-14,56,29575.830312852195,Sole Trader,Limited Company
18433,2014-05-15,56,-304721.48455904564,Sole Trader,Limited Company
18434,2014-05-16,56,5354.515532061312,Sole Trader,Limited Company
18435,2014-05-18,56,-204295.86366551992,Sole Trader,Limited Company
18436,2014-05-19,56,-64275.02533668856,Sole Trader,Limited Company
18437,2014-05-20,56,88940.5915361804,Sole Trader,Limited Company
18438,2014-05-21,56,-33051.32587555511,Sole Trader,Limited Company
18439,2014-05-22,56,-98414.69376227463,Sole Trader,Limited Company
18440,2014-05-23,56,202626.6462067759,Sole Trader,Limited Company
18441,2014-05-24,56,286905.3717599955,Sole Trader,Limited Company
18442,2014-05-25,56,131537.27347990882,Sole Trader,Limited Company
18443,2014-05-26,56,129620.82091459882,Sole Trader,Limited Company
18444,2014-05-28,56,230050.65281289502,Sole Trader,Limited Company
18445,2014-05-28,56,-89808.28067824831,Sole Trader,Limited Company
18446,2014-05-30,56,117383.78276805044,Sole Trader,Limited Company
18447,2014-05-31,56,63631.96698034665,Sole Trader,Limited Company
18448,2014-06-01,56,-187471.46219711483,Sole Trader,Limited Company
18449,2014-06-02,56,-101551.52790241817,Sole Trader,Limited Company
18450,2014-06-03,56,236871.5897516244,Sole Trader,Limited Company
18451,2014-06-04,56,172273.3189167516,Sole Trader,Limited Company
18452,2014-06-05,56,25042.865884352766,Sole Trader,Limited Company
18453,2014-06-06,56,-61700.633643811714,Sole Trader,Limited Company
18454,2014-06-07,56,168643.83770889073,Sole Trader,Limited Company
18455,2014-06-08,56,-89325.0476356189,Sole Trader,Limited Company
18456,2014-06-09,56,-286353.70935182413,Sole Trader,Limited Company
18457,2014-06-11,56,288604.3502231678,Sole Trader,Limited Company
18458,2014-06-11,56,113954.91139803012,Sole Trader,Limited Company
18459,2014-06-13,56,-299472.91250736045,Sole Trader,Limited Company
18460,2014-06-14,56,-30895.008000048896,Sole Trader,Limited Company
18461,2014-06-15,56,-107161.06201927415,Sole Trader,Limited Company
18462,2014-06-16,56,-40058.25560671967,Sole Trader,Limited Company
18463,2014-06-17,56,191777.19486775104,Sole Trader,Limited Company
18464,2014-06-19,56,-63022.747425240086,Sole Trader,Limited Company
18465,2014-06-20,56,331445.4526505222,Sole Trader,Limited Company
18466,2014-06-21,56,-84155.8368276853,Sole Trader,Limited Company
18467,2014-06-22,56,-204295.86366551992,Sole Trader,Limited Company
18468,2014-06-24,56,-91911.27265680511,Sole Trader,Limited Company
18469,2014-06-25,56,256013.9266488186,Sole Trader,Limited Company
18470,2014-06-25,56,43791.43334507538,Sole Trader,Limited Company
18471,2014-06-26,56,-52892.82115855045,Sole Trader,Limited Company
18472,2014-06-27,56,223620.36754749,Sole Trader,Limited Company
18473,2014-06-28,56,-204295.86366551992,Sole Trader,Limited Company
18474,2014-06-28,56,-73512.03638509632,Sole Trader,Limited Company
18475,2014-06-30,56,-59210.10775507803,Sole Trader,Limited Company
18476,2014-07-01,56,134283.2130041452,Sole Trader,Limited Company
18477,2014-07-02,56,41236.831350098335,Sole Trader,Limited Company
18478,2014-07-03,56,-34303.71513568741,Sole Trader,Limited Company
18479,2014-07-04,56,-204295.86366551992,Sole Trader,Limited Company
18480,2014-07-05,56,-109868.77857713217,Sole Trader,Limited Company
18481,2014-07-06,56,101388.13943082292,Sole Trader,Limited Company
18482,2014-07-07,56,56500.48868500866,Sole Trader,Limited Company
18483,2014-07-08,56,375652.37827901385,Sole Trader,Limited Company
18484,2014-07-09,56,159439.67452221434,Sole Trader,Limited Company
18485,2014-07-10,56,132037.330296405,Sole Trader,Limited Company
18486,2014-07-11,56,-204295.86366551992,Sole Trader,Limited Company
18487,2014-07-12,56,-11248.099603359355,Sole Trader,Limited Company
18488,2014-07-15,56,166027.54854306905,Sole Trader,Limited Company
18489,2014-07-16,56,-204295.86366551992,Sole Trader,Limited Company
18490,2014-07-17,56,-269802.5777987658,Sole Trader,Limited Company
18491,2014-07-19,56,164721.36774603673,Sole Trader,Limited Company
18492,2014-07-19,56,221551.79243484588,Sole Trader,Limited Company
18493,2014-07-21,56,45943.13531150625,Sole Trader,Limited Company
18494,2014-07-22,56,25163.324915047182,Sole Trader,Limited Company
18495,2014-07-24,56,34100.899107406934,Sole Trader,Limited Company
18496,2014-07-25,56,187273.7277178603,Sole Trader,Limited Company
18497,2014-07-26,56,29725.68539607909,Sole Trader,Limited Company
18498,2014-07-27,56,156758.60066761577,Sole Trader,Limited Company
18499,2014-07-28,56,325104.6107460596,Sole Trader,Limited Company
18500,2014-07-29,56,186358.19859415223,Sole Trader,Limited Company
18501,2014-07-30,56,-57433.52938188022,Sole Trader,Limited Company
18502,2014-07-31,56,186250.85846293514,Sole Trader,Limited Company
18503,2014-08-01,56,101118.35169249796,Sole Trader,Limited Company
18504,2014-08-02,56,36850.7257129699,Sole Trader,Limited Company
18505,2014-08-03,56,-54318.560074198846,Sole Trader,Limited Company
18506,2014-08-04,56,333574.92537061643,Sole Trader,Limited Company
18507,2014-08-05,56,8027.896204867604,Sole Trader,Limited Company
18508,2014-08-06,56,-76371.06568167872,Sole Trader,Limited Company
18509,2014-08-06,56,-192488.6111933601,Sole Trader,Limited Company
18510,2014-08-08,56,32687.438914803235,Sole Trader,Limited Company
18511,2014-08-10,56,-20474.390810296085,Sole Trader,Limited Company
18512,2014-08-11,56,217636.36780689633,Sole Trader,Limited Company
18513,2014-08-12,56,-172740.9626056226,Sole Trader,Limited Company
18514,2014-08-14,56,47567.24696871085,Sole Trader,Limited Company
18515,2014-08-14,56,293514.98914202093,Sole Trader,Limited Company
18516,2014-08-16,56,264884.20574571146,Sole Trader,Limited Company
18517,2014-08-17,56,129128.3965442492,Sole Trader,Limited Company
18518,2014-08-18,56,137772.71879381756,Sole Trader,Limited Company
18519,2014-08-19,56,-60813.73125445694,Sole Trader,Limited Company
18520,2014-08-20,56,333403.93428267614,Sole Trader,Limited Company
18521,2014-08-21,56,129403.89343327266,Sole Trader,Limited Company
18522,2014-08-22,56,107340.65786171413,Sole Trader,Limited Company
18523,2014-08-23,56,-1812.4931160277338,Sole Trader,Limited Company
18524,2014-08-24,56,-224229.74798827557,Sole Trader,Limited Company
18525,2014-08-26,56,157883.1009030596,Sole Trader,Limited Company
18526,2014-08-27,56,62998.15002674161,Sole Trader,Limited Company
18527,2014-08-28,56,-62043.16244050395,Sole Trader,Limited Company
18528,2014-08-29,56,-46370.37967336035,Sole Trader,Limited Company
18529,2014-08-29,56,-455358.7011864197,Sole Trader,Limited Company
18530,2014-08-30,56,107536.40884789638,Sole Trader,Limited Company
18531,2014-08-31,56,-52947.786917934514,Sole Trader,Limited Company
18532,2014-09-01,56,18231.241744635132,Sole Trader,Limited Company
18533,2014-09-03,56,28570.736356910173,Sole Trader,Limited Company
18534,2014-09-04,56,-223441.07538327866,Sole Trader,Limited Company
18535,2014-09-05,56,-3641.2636541213724,Sole Trader,Limited Company
18536,2014-09-06,56,-264053.30108369666,Sole Trader,Limited Company
18537,2014-09-07,56,-119026.51948525691,Sole Trader,Limited Company
18538,2014-09-09,56,-204295.86366551992,Sole Trader,Limited Company
18539,2014-09-10,56,2394.7055540004512,Sole Trader,Limited Company
18540,2014-09-11,56,-322130.770295814,Sole Trader,Limited Company
18541,2014-09-12,56,-36321.7075780475,Sole Trader,Limited Company
18542,2014-09-13,56,302852.04192155076,Sole Trader,Limited Company
18543,2014-09-13,56,122015.46286607359,Sole Trader,Limited Company
18544,2014-09-14,56,-113788.61666200463,Sole Trader,Limited Company
18545,2014-09-15,56,-157617.11872717875,Sole Trader,Limited Company
18546,2014-09-16,56,191143.35766893072,Sole Trader,Limited Company
18547,2014-09-17,56,99144.36222546798,Sole Trader,Limited Company
18548,2014-09-18,56,166491.4474051416,Sole Trader,Limited Company
18549,2014-09-19,56,296987.24600830645,Sole Trader,Limited Company
18550,2014-09-21,56,-142763.57884004863,Sole Trader,Limited Company
18551,2014-09-22,56,380087.33562052314,Sole Trader,Limited Company
18552,2014-09-23,56,211125.02069965925,Sole Trader,Limited Company
18553,2014-09-24,56,298881.0644229751,Sole Trader,Limited Company
18554,2014-09-25,56,-47916.09173453736,Sole Trader,Limited Company
18555,2014-09-26,56,-175286.83891283,Sole Trader,Limited Company
18556,2014-09-28,56,156509.179615825,Sole Trader,Limited Company
18557,2014-09-29,56,-124870.02755467346,Sole Trader,Limited Company
